NPS_Grupo;COMENTARIO_NPS;TACTICO;1ERA CAUSA RAIZ
Pasivo;Pague la factura igual tengo que pedir el Dios porque no se me acredita;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;;RELACIONAMIENTO;Atencion a Clientes
Detractor;Costo prestacion es cara;CONVENIENCIA;Precio
Pasivo;8;RELACIONAMIENTO;Atencion a Clientes
Promotor;Bueno servicio, buen precio.;CONVENIENCIA;Planes
Detractor;Malisima senal ;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;Vean mi caso y escuchen las llamadas y van a entender ;RELACIONAMIENTO;Atencion a Clientes
Pasivo;;CONVENIENCIA;Packs
Promotor;el motivo es que tengo un buen servicio y hasta aqui no he tenido algun problema significativo;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;Por la senal constante tanto en la ciudd como en la ruta;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;Pq soy jubilada y me hacen descuento ;CONVENIENCIA;Precio
Promotor;Pq soy jubilada y ya no puedo pagar tanto;RELACIONAMIENTO;Atencion a Clientes
Promotor;estan mejorando el servicio;CONVENIENCIA;Precio
Detractor;Es poco internet ;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;satisfacci'on con el servicio brindado;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;Los planes son muy buenos y grandes beneficios ;CONVENIENCIA;Beneficios
Promotor;totalmente conforme con lo que me ofrece PERSONAL;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;agil;RELACIONAMIENTO;Atencion a Clientes
Promotor;excelente plan calidad precio ;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;Precio y no poder compartir mis gigas a mi linea prepaga;CONVENIENCIA;Precio
Promotor;iodo ok;CONVENIENCIA;Precio
Promotor;confiable, y buena respuesta ante algun inconveniente;RELACIONAMIENTO;Atencion a Clientes
Promotor;;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;Funciona bien;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;Un desastre el servicio nunca tengo senal caro y el peor de todos ;SERVICIO;La calidad y funcionamiento del Servicio
Pasivo;muy caro el servicio;CONVENIENCIA;Precio
Promotor;Buenos precios y tenes senal siempre;RELACIONAMIENTO;Atencion a Clientes
Pasivo;Los precios son abusivos pero si nos tomamos la molestia de comunicarnos hay muy buenas promociones;CONVENIENCIA;Promociones
Promotor;Precio calidad;SERVICIO;La calidad y funcionamiento del Servicio
Pasivo;No encuentro con habilidad hablar con los de atencion al cliente. Hay mucha opciones para llegar a un representante;RELACIONAMIENTO;Atencion a Clientes
Promotor;Precio;CONVENIENCIA;Precio
Detractor;Muy caro el servicio y aumenta mucho no acorde a la inflacion ;CONVENIENCIA;Precio
Promotor;Totalmente satisfecha x el servicio que brindan;SERVICIO;La calidad y funcionamiento del Servicio
Pasivo;Buena atencion ;RELACIONAMIENTO;Atencion a Clientes
Pasivo;conforme;CONVENIENCIA;Precio
Pasivo;Eficiente servicio ;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;;CONVENIENCIA;Beneficios
Promotor;buen precio;CONVENIENCIA;Precio
Pasivo;Creo que es la mejor compania, pero debe mejor sus precios. El Dolar bajo.;CONVENIENCIA;Precio
Promotor;Muy buen resultado ;RELACIONAMIENTO;Atencion a Clientes
Promotor;Buena atencion;RELACIONAMIENTO;Atencion a Clientes
Detractor;No tiene  buena atencion muchontiempo de  espera ;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;PERSONAL ;RELACIONAMIENTO;Atencion a Clientes
Detractor;Necesita bajar los costos ;CONVENIENCIA;Precio
Promotor;10;RELACIONAMIENTO;Atencion a Clientes
Promotor;Su buen servicio;RELACIONAMIENTO;Atencion a Clientes
Detractor;Mala senal;CONVENIENCIA;Precio
Promotor;👍 muy buen servicio hasta rl momento ;RELACIONAMIENTO;Atencion a Clientes
Detractor;mala senal en ruta  a 4  km de CABA;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;Buen servicio ;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;Hace un ano y medio que tengo el servicio, nunca me solucionan el inconveniente, con los cortes frecuentes, kos tecnicos dicen los mismos, el problema esta en la caja, pero no me solucionan nada. Voy a dar de baja apenas me instalen los de la otra empresa.;RELACIONAMIENTO;Atencion a Clientes
Promotor;Responzabilidad,buena atencion ;RELACIONAMIENTO;Atencion a Clientes
Detractor;estoy disconforme;RELACIONAMIENTO;Atencion a Clientes
Detractor;No dan de baja un reclamo cronico de deuda inexistente;RELACIONAMIENTO;Atencion a Clientes
Detractor;No atienden ;RELACIONAMIENTO;Atencion a Clientes
Promotor;Tengo un problema con la app hace mas de 2 meses ;CONVENIENCIA;Packs
Pasivo;Tengo servicio telefonico y flow .No me informan fa fecha de vencimiento y valor mensual de uno desos servicios. Quiero 1 sola factura con ambas prestaciones o una factura por servicio con sus correspondientes anticipos de fecha des de vencimientos y valores a pagar ;RELACIONAMIENTO;Facturacion y Pago 
Promotor;Me atendio my amablemente y me soluciono el problema!!;RELACIONAMIENTO;Atencion a Clientes
Promotor;Buen servicio y costo;CONVENIENCIA;Beneficios
Promotor;Soy fiel A personal hace 25 anos;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;ya lo conocen;RELACIONAMIENTO;Atencion a Clientes
Promotor;Nunca tuve un problema ;CONVENIENCIA;Beneficios
Detractor;Se agotan rapido los gb;CONVENIENCIA;Planes
Promotor;No he tenido problema de senal y eso es muy importante ;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;Muy bueno;SERVICIO;La calidad y funcionamiento del Servicio
Pasivo;es algo subida en el precio;CONVENIENCIA;Precio
Promotor;Una bonificacion nueva ;RELACIONAMIENTO;Atencion a Clientes
Detractor;Caro;RELACIONAMIENTO;Atencion a Clientes
Promotor;;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;Conectivida;SERVICIO;La calidad y funcionamiento del Servicio
Pasivo;Es buen servicio ;RELACIONAMIENTO;Facturacion y Pago 
Promotor;Estoy satisfecho con el servicio;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;Muy buen servicio y beneficios y atencion x parte de la empresa ;CONVENIENCIA;Promociones
Pasivo;Baja senal en algunas zonas;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;Siempre muy buen servicio y precios razonables;CONVENIENCIA;Precio
Promotor;Buenas promociones ;CONVENIENCIA;Promociones
Pasivo;Caro;CONVENIENCIA;Precio
Detractor;la conectividad muchas veces;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;Pesimo servicio, carisimo y no hay cobertura en todos los lugares.;CONVENIENCIA;Precio
Pasivo;Costo del abono;CONVENIENCIA;Precio
Promotor;buen servicio;RELACIONAMIENTO;Atencion a Clientes
Detractor;Soy cliente hace 24 anos de la empresa y hace un mes fui a pedir que me bonifiquen mi plan basico que estaba pagando 25,000 pesos y lo mejor que pudieron hacer es dejarmelo en 19,000 pesos, lo tengo chequeado por contactos mios que cuando sos cliente nuevo bonifican hasta el 65% del plan, me voy a tener que ir a Claro mas alla de estar conforme con el servicio de personal pero no voy a pagar una boleta excesivamente cara por una politica interna de la empresa;CONVENIENCIA;Precio
Pasivo;No tengo problema ;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;Muy conforme con el servicio y el valor del mismo;CONVENIENCIA;Promociones
Detractor;Es muy caro el servicio;CONVENIENCIA;Precio
Detractor;precio y servicio;CONVENIENCIA;Precio
Promotor;Me resulta excelente;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;Nunca pude sacar un telefono a contra factura ya tengo personal cn abano hace bastante tiempo y tengo el abono mas caro y n me dan nada ;CONVENIENCIA;Beneficios
Pasivo;Muy buena atencion con los clientes..;RELACIONAMIENTO;Atencion a Clientes
Promotor;Satisfaccion ;RELACIONAMIENTO;Atencion a Clientes
Promotor;Resulta caro, de no ser por las promociones ;CONVENIENCIA;Precio
Promotor;Porque anda bien;RELACIONAMIENTO;Atencion a Clientes
Detractor;Caro y pesimo servicio ;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;Excelente atencion ;CONVENIENCIA;Precio
Pasivo;Es caro si no me bajan el costo me paso a otro ;CONVENIENCIA;Precio
Detractor;Muy caro;CONVENIENCIA;Precio
Pasivo;valores del servicio;CONVENIENCIA;Precio
Pasivo;Falta de cobertura en algunas zonas;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;Costo alto;CONVENIENCIA;Precio
Detractor;Cobran cualquie cosa, agregan a la factura montos que no dicen que es;CONVENIENCIA;Precio
Promotor;Buen servicio y atencion al ciente;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;porqxa oesar de tener bonificacion es un poco caro el servicio;CONVENIENCIA;Precio
Promotor;Muy bueno ;CONVENIENCIA;Planes
Promotor;Funciona bien!;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;porque son muy atento y me es imposible pagar el abono y siempre me ofrecen promociones para que pueda seguir teniendo abono;RELACIONAMIENTO;Atencion a Clientes
Detractor;no se puede  hablar con personas humanas;RELACIONAMIENTO;Atencion a Clientes
Pasivo;Costos muy altos;CONVENIENCIA;Precio
Promotor;Porque la atencion fue muy buena;RELACIONAMIENTO;Atencion a Clientes
Detractor;El servicio funciona excelente pero es muy caro comparado con la competencia ;CONVENIENCIA;Precio
Pasivo;Buenq conectividad ;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;Excelente servicio 👍 ;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;Hace muchos anos tengo PERSONA si alguna vez he tenido inconvenientes me lo han solucionado rapidamenteL Y;CONVENIENCIA;Beneficios
Detractor;Se me corta continuamente;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;Muy buen servicio y atencion al cliente ;CONVENIENCIA;Precio
Pasivo;Muchos pasos para poder hablar con un operador;RELACIONAMIENTO;Atencion a Clientes
Promotor;presta un buen servicio pero deberian aumentar conectividad en la segunda seccion del delta del Parana, puedo mantener personal porque tengo algunas bonificaciones, y promociones;CONVENIENCIA;Promociones
Detractor;Tarifas alta, no hay fidelizacion de cliente;CONVENIENCIA;Precio
Pasivo;Tienen que mejorar aun mas las promos o descuentos para clientes con mi antigüedad ;CONVENIENCIA;Precio
Promotor;;CONVENIENCIA;Promociones
Pasivo;Acceder a laAcceder a las promos por tener todos sus servicios, y jubilacion minima. ;CONVENIENCIA;Promociones
Detractor;El motivo es la poca senal que tengo.;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;yo soy fiel cliente por eso sigo teniendo personal. Pero mi esposa tiene Personal FLOW y tiene el fijo que no funciona desde el mes de junio de 2023, y internet tenemos de vez en cuando en  nuestro hogar. Encima nos contestan que ante la falta de internet no se da mas datos para el movil (de la misma empresa) Ccomo era antes. Muy necesario para mi hija en trabajos escolares y nosotros que muchos de nuestro trabajo lo realizamos on line. Tambien el ultimo operador que la atendio en atencion al cliente fue sarcastico y le manifesto que pague un abono con mas gigas y si queria en ese momento le daba de baja en todo. El numero de mi esposa es 3624523813 y el fijo nuestro tambien a nombre de ella es 3624467291. Su nombre es Silvia Veronica Lugo. Con todos esos problemas detallados es imposible recomendar a alguien personal ;RELACIONAMIENTO;Atencion a Clientes
Promotor;Calidad de la atencion al llamar ;RELACIONAMIENTO;Atencion a Clientes
Pasivo;buenas experiencias.;CONVENIENCIA;Promociones
Promotor;Excelente Atencion Siempre ;RELACIONAMIENTO;Atencion a Clientes
Pasivo;a veces se corta internet;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;Mala atencion dias completos sin Internet en el hogar. No le dieron de baja cuando solicite que no me cobraran mas por debito.;RELACIONAMIENTO;Atencion a Clientes
Promotor;Excelente atencion del personal y pronta solucion ;RELACIONAMIENTO;Atencion a Clientes
Detractor;Relacion precio servicio;CONVENIENCIA;Precio
Pasivo;Muy alto costo ;CONVENIENCIA;Precio
Promotor;Es excelente el servicio realmente lamento las estafas que me hicieron a mi;RELACIONAMIENTO;Atencion a Clientes
Promotor;Seriedad en las operaciones ;SERVICIO;La calidad y funcionamiento del Servicio
Pasivo;;RELACIONAMIENTO;Atencion a Clientes
Detractor;Muy caro con respeto a otra companias;CONVENIENCIA;Precio
Promotor;Seguir mejorando xq hay muchos lugares importantes en el pais que no hay senal de personal ;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;Excelente servicio y la atencion al cliente en las oficinas;RELACIONAMIENTO;Atencion a Clientes
Promotor;Buen resultado;RELACIONAMIENTO;Atencion a Clientes
Pasivo;Es caro. ;CONVENIENCIA;Precio
Detractor;Mal servicio ;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;Mala cobertura ;SERVICIO;La calidad y funcionamiento del Servicio
Pasivo;funciona bien, pero cada vez mas caro y menos datos. ;RELACIONAMIENTO;Atencion a Clientes
Pasivo;Muy costoso;CONVENIENCIA;Promociones
Pasivo;Cumple exoectativas. A veces fakta senal.;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;muy buen servicio;RELACIONAMIENTO;Atencion a Clientes
Detractor;ninguno;RELACIONAMIENTO;Atencion a Clientes
Promotor;es muy eficiente;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;No tengo problemas con el servicio, solo el costo, me parece elevado;CONVENIENCIA;Precio
Pasivo;;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;Estaba pagando por 3gb 10lucas, un monton me parece, y hay muchas veces que funcionan mal los datos ;RELACIONAMIENTO;Facturacion y Pago 
Pasivo;Precio caro. Con problemas de conexion en la costa. ;CONVENIENCIA;Precio
Promotor;el.buen servicio y los descuentos;CONVENIENCIA;Promociones
Detractor;Siempre tengo que explicar lo mismo ya me cansa ;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;No tienen soporte de Apple Watch, Flow no tiene soporte de AppleTV;SERVICIO;La calidad y funcionamiento del Servicio
Pasivo;;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;Es razonable el precio y lo bueno es que hay promociones siempre para que las facturas no suban tanto, mas que nada por la dificil situacion economica que atravesamos.;CONVENIENCIA;Promociones
Detractor;Muy caro y jn engano ppay;CONVENIENCIA;Precio
Detractor;Costos altos;CONVENIENCIA;Precio
Pasivo;hay zonas donde el servicio no es tan bueno como en otras;RELACIONAMIENTO;Atencion a Clientes
Pasivo;Servicio muy bueno, precio caro ;CONVENIENCIA;Precio
Detractor;Muy caro ;CONVENIENCIA;Precio
Pasivo;Todo se puso muy caro ;CONVENIENCIA;Precio
Promotor;Me gusta que sea automatica la aplicacion de la promocion y que no tenga que estar llamando;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;Es carisimo y anda HORRIBLE;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;Satisfaccion al cliente como indicador de calidad;RELACIONAMIENTO;Atencion a Clientes
Detractor;;RELACIONAMIENTO;Atencion a Clientes
Pasivo;a partir del ultimo ajuste, buen precio y servicio;CONVENIENCIA;Promociones
Pasivo;Hasta el momento tienen buena conectividad y dan respuestas cuando lo necesite;RELACIONAMIENTO;Atencion a Clientes
Promotor;Buen servicio y la promocion que me ptorgo Personal en su momento;CONVENIENCIA;Promociones
Promotor;Tengo buena senal en todos lados ;RELACIONAMIENTO;Facturacion y Pago 
Detractor;Servicio muy caro ;CONVENIENCIA;Precio
Promotor;Muy buena atencii;RELACIONAMIENTO;Atencion a Clientes
Pasivo;Quise comprar un celular y fueron ĺs ultimos en recibirlo. Me perdi un monton de descuentos por esa razon;CONVENIENCIA;Promociones
Pasivo;El servicio es muy bueno, pero a veces hay micro cortes;RELACIONAMIENTO;Atencion a Clientes
Promotor;Tengo senal vaya a donde vaya,,nunca tuve problemas. ;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;Valor elevado ;CONVENIENCIA;Precio
Detractor;Xq es miy caro;CONVENIENCIA;Planes
Promotor;Me siento muy bien con la compania ;RELACIONAMIENTO;Atencion a Clientes
Pasivo;Me dieron una promocion mejor.;RELACIONAMIENTO;Atencion a Clientes
Pasivo;MUY BUENA LA ATENCION;CONVENIENCIA;Precio
Promotor;No tengo unconvenientes con la linea. Funciona perfecto;SERVICIO;La calidad y funcionamiento del Servicio
Pasivo;Confiabilidad y calidad ;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;Mientras cumplas con lo pactado esta todo bien;CONVENIENCIA;Promociones
Detractor;Precio ;CONVENIENCIA;Precio
Detractor;"Tenia la opcion black y tenia que esperar 10 minutos para que alguien te atienda; por supuesto ante eso contrate algo mas basico";RELACIONAMIENTO;Atencion a Clientes
Promotor;Por que si;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;Precio en comparacion con su competencia;CONVENIENCIA;Precio
Detractor;Te aumentan cuando quieren y es pesimo el servicio ;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;Estoy satisfecho con elnservicio ;RELACIONAMIENTO;Atencion a Clientes
Pasivo;Demora;RELACIONAMIENTO;Atencion a Clientes
Pasivo;Conformidad ;RELACIONAMIENTO;Atencion a Clientes
Promotor;muy buena atencion he recibido de parte e la Sra. Laura;RELACIONAMIENTO;Atencion a Clientes
Promotor;La rapidez;RELACIONAMIENTO;Atencion a Clientes
Promotor;Hasta ahora no he tenido ningun problema con el servicio ;RELACIONAMIENTO;Atencion a Clientes
Promotor;calidad del servicio;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;Es preferible prepago con los packs sale mas barato que pagando un abono;CONVENIENCIA;Packs
